id,battery_power,m_dep,mobile_wt,px_height,px_width,ram,sc_h,sc_w,talk_time,f_camera,camera,memory,wifi,price,gen_ord,cores_ord,speed_ord,wifi_ord,bluetooth_bin,screen_LCD,screen_Touch,sim_Dual,sim_Single
352,1604,1.0,191,134,939,916,13,10,12,2.0,5.0,33372,a,767,0,7,1,2,True,0,1,0,1
353,1182,0.5,138,275,986,2563,19,17,19,7.0,16.0,8535,none,1051,2,7,0,0,False,1,0,0,1
355,1610,0.9,181,1236,1280,941,8,4,9,7.0,12.0,64198,none,1018,2,3,2,0,True,0,1,0,1
356,1828,0.9,199,336,898,2280,17,14,4,0.0,1.0,17617,none,914,0,0,1,0,True,1,0,1,0
357,880,0.5,194,1116,1381,827,15,9,6,1.0,3.0,50462,b,649,2,6,1,1,False,1,0,1,0
359,1960,0.3,86,205,1299,3865,10,7,11,1.0,3.0,61619,none,1173,2,6,2,0,True,1,0,1,0
360,809,0.9,91,1453,1726,1274,18,7,3,10.0,19.0,21377,none,614,0,6,0,0,False,1,0,0,1
362,1976,0.8,171,1301,1922,3699,17,11,13,4.0,7.0,32083,n,936,0,1,0,4,True,0,1,1,0
363,879,0.8,187,463,1038,2927,14,13,11,0.0,2.0,21408,a,948,2,3,1,2,False,1,0,1,0
365,763,0.5,92,1028,1186,1050,6,4,8,8.0,14.0,2244,none,805,2,7,1,0,False,0,1,1,0
366,508,0.4,162,1419,1920,2616,18,8,10,0.0,2.0,9478,n,747,1,5,1,4,False,0,1,1,0
368,1864,0.7,178,168,981,2686,11,7,18,8.0,12.0,46298,g,1226,2,0,1,3,False,0,1,0,1
369,1725,1.0,185,1125,1195,1243,19,18,5,8.0,12.0,52786,g,831,2,5,0,3,False,0,1,1,0
371,1011,0.2,131,481,749,2261,7,6,16,4.0,18.0,36540,n,980,2,6,1,4,False,0,1,0,1
375,775,0.4,189,561,1510,2523,17,16,9,0.0,10.0,30248,g,785,1,6,2,3,True,1,0,0,1
378,1058,0.4,166,493,1247,418,9,7,16,2.0,14.0,19628,a,398,0,3,1,2,False,1,0,0,1
379,1187,0.4,145,1173,1814,3917,13,11,8,0.0,9.0,46518,n,1336,2,1,1,4,True,1,0,0,1
381,1482,0.2,142,634,642,2971,12,8,12,2.0,10.0,48711,n,723,1,6,0,4,False,0,1,0,1
382,1809,0.1,174,639,721,2324,10,6,16,3.0,4.0,59274,n,968,2,2,1,4,True,1,0,0,1
384,625,0.2,191,431,550,3801,10,6,2,12.0,20.0,33510,none,671,2,0,1,0,True,1,0,0,1
386,1138,0.2,187,111,1138,3475,19,3,3,12.0,17.0,44631,none,1113,2,7,1,0,False,1,0,0,1
387,560,1.0,146,356,1903,2360,17,16,18,14.0,15.0,23467,a,507,0,7,0,2,False,0,1,0,1
388,1117,0.6,144,798,817,2895,7,6,16,1.0,8.0,12534,none,952,1,6,0,0,False,0,1,0,1
391,1036,0.2,119,373,926,2101,10,7,2,0.0,3.0,39512,none,636,0,6,2,0,True,0,1,0,1
393,1375,0.9,145,475,726,3869,19,18,10,3.0,19.0,9610,g,1326,2,6,1,3,True,0,1,0,1
395,1896,0.4,141,447,794,3684,9,7,18,8.0,13.0,7545,none,1476,2,1,0,0,False,1,0,1,0
399,1868,0.2,169,347,660,3131,8,3,7,0.0,4.0,42265,g,992,2,0,1,3,False,0,1,1,0
400,1266,0.2,184,346,1468,2532,10,5,4,0.0,12.0,7246,n,1156,2,2,1,4,False,0,1,1,0
402,1479,0.6,156,180,1476,3323,13,12,6,8.0,10.0,19495,n,1251,1,2,0,4,False,1,0,0,1
403,1476,0.1,171,1641,1666,1529,13,8,3,0.0,5.0,54998,g,1155,2,3,1,3,True,1,0,1,0
405,1454,0.7,83,250,1033,3419,7,5,5,1.0,3.0,34393,none,963,1,3,0,0,True,0,1,1,0
409,1726,0.6,193,379,1223,2239,13,9,13,2.0,3.0,51321,g,1178,1,3,0,3,True,1,0,1,0
410,1029,0.2,171,264,956,582,15,7,4,5.0,8.0,4981,a,634,2,4,1,2,True,0,1,1,0
411,1582,0.5,112,1486,1797,3890,17,10,10,2.0,13.0,44739,g,1414,2,5,2,3,False,0,1,0,1
413,1178,0.6,101,579,596,2511,6,3,17,0.0,0.0,49634,none,581,0,4,1,0,True,1,0,0,1
416,912,0.3,161,329,1053,2330,19,5,20,1.0,5.0,54407,none,884,0,7,1,0,True,0,1,0,1
417,651,0.2,176,548,858,2244,14,9,19,2.0,4.0,63723,none,828,2,4,0,0,True,0,1,1,0
418,1483,0.2,176,531,758,1851,15,13,2,1.0,2.0,54555,none,799,2,6,1,0,False,0,1,0,1
419,914,0.8,100,191,1495,808,11,7,5,2.0,12.0,4608,none,598,1,1,0,0,True,0,1,0,1
420,1456,0.4,105,823,1104,1587,6,5,20,7.0,12.0,7611,b,584,1,4,0,1,True,1,0,1,0
423,1681,0.4,158,195,1205,1122,12,6,16,2.0,13.0,11528,b,452,0,1,2,1,True,0,1,0,1
426,1190,0.3,186,1417,1441,624,9,3,19,9.0,10.0,47379,b,577,1,5,1,1,True,0,1,1,0
428,1197,0.5,149,649,1629,1797,19,5,4,3.0,7.0,20764,b,1089,2,5,1,1,False,0,1,0,1
430,1887,0.2,126,1172,1798,3348,18,16,16,6.0,7.0,17303,none,1217,2,7,2,0,True,0,1,1,0
432,1421,0.4,165,781,1657,2775,13,8,14,0.0,2.0,57022,b,1098,2,0,2,1,False,1,0,0,1
433,1464,0.7,153,418,1341,1277,13,6,19,0.0,8.0,17303,none,899,2,5,0,0,False,1,0,1,0
434,728,0.8,111,126,817,457,17,10,16,4.0,5.0,23221,b,525,1,3,2,1,False,0,1,1,0
436,685,0.8,82,1091,1203,3210,15,7,2,8.0,15.0,13594,a,966,2,6,0,2,False,0,1,1,0
437,1472,0.5,130,1452,1744,985,12,11,7,1.0,10.0,36807,none,853,1,5,2,0,False,0,1,1,0
438,853,0.6,200,674,740,3701,15,8,8,10.0,16.0,3985,none,1034,2,1,1,0,True,0,1,0,1
442,902,0.3,134,675,1285,3411,12,11,15,3.0,9.0,4139,b,626,0,6,0,1,True,1,0,0,1
443,1448,1.0,156,1792,1850,1175,12,9,6,13.0,16.0,26574,none,824,0,2,1,0,False,0,1,1,0
444,1631,0.1,198,177,1905,301,13,5,13,2.0,12.0,3208,none,775,2,6,0,0,False,1,0,1,0
445,1608,0.4,183,1013,1158,489,15,11,8,7.0,13.0,28629,a,637,0,1,1,2,False,1,0,1,0
446,1991,0.9,145,1058,1325,1733,5,3,8,5.0,13.0,64531,none,1080,2,1,2,0,True,0,1,0,1
447,1349,0.3,114,592,772,2756,11,3,4,15.0,16.0,62616,none,758,1,4,1,0,False,1,0,1,0
450,712,0.2,84,558,1208,2190,16,12,4,3.0,10.0,35189,a,676,2,1,0,2,True,0,1,1,0
451,972,0.7,107,681,1050,1900,16,8,19,0.0,4.0,54796,b,912,2,2,1,1,True,1,0,0,1
452,1406,0.8,98,1017,1366,3915,9,8,2,2.0,5.0,34299,a,1468,2,2,0,2,False,1,0,1,0
454,932,0.7,154,1176,1224,3817,8,7,9,1.0,2.0,64651,g,1013,1,6,1,3,False,0,1,0,1
456,1172,0.1,95,1314,1884,1107,7,3,5,4.0,7.0,41833,none,721,0,2,1,0,True,1,0,1,0
457,1128,0.4,84,609,1370,2982,14,9,12,12.0,14.0,53675,none,950,1,4,1,0,True,0,1,0,1
458,664,0.9,106,754,1497,2042,17,15,19,0.0,5.0,28617,none,694,1,4,1,0,False,0,1,1,0
460,1742,0.4,170,453,681,2610,12,3,10,9.0,12.0,43061,n,1022,2,6,2,4,False,1,0,1,0
461,1512,0.7,162,205,884,2335,15,7,7,12.0,17.0,6828,a,922,1,6,1,2,True,0,1,0,1
462,1986,0.1,165,282,1358,1614,17,12,3,3.0,20.0,51737,g,899,2,7,0,3,False,0,1,1,0
463,965,1.0,109,130,998,1138,9,8,10,5.0,14.0,13173,none,426,0,1,1,0,True,0,1,1,0
464,1067,0.6,122,494,1989,604,16,14,11,3.0,15.0,40917,none,746,2,7,2,0,True,1,0,1,0
465,1583,0.8,118,275,862,3652,14,10,9,5.0,10.0,42432,none,1025,2,2,1,0,True,1,0,0,1
466,1653,0.9,176,447,1785,3955,19,4,18,2.0,6.0,37304,a,968,2,3,0,2,False,0,1,1,0
467,1433,0.7,133,281,799,258,11,9,4,7.0,11.0,5005,a,651,1,7,1,2,False,0,1,0,1
469,1845,0.3,96,292,695,1731,9,5,6,10.0,12.0,61543,none,930,0,0,0,0,True,1,0,1,0
470,752,0.7,87,164,728,3860,7,5,16,1.0,13.0,48153,none,629,0,6,0,0,False,1,0,1,0
471,1948,0.1,100,631,1940,3630,9,7,17,8.0,10.0,16643,none,1194,0,4,2,0,False,0,1,1,0
474,1968,0.8,115,861,1259,2323,9,8,7,0.0,7.0,22614,a,1099,0,2,0,2,False,1,0,0,1
479,1589,0.1,128,957,1911,3961,16,14,14,2.0,4.0,58578,n,1284,1,3,1,4,True,1,0,1,0
480,1417,0.9,114,494,1649,590,11,3,6,2.0,4.0,56668,a,647,2,5,2,2,True,1,0,0,1
481,1697,0.1,95,236,1264,3701,15,9,8,1.0,3.0,34546,none,974,2,0,0,0,True,0,1,0,1
482,1330,0.3,83,980,1262,463,14,6,11,14.0,17.0,3413,b,585,0,4,1,1,True,1,0,1,0
483,1476,0.7,148,1789,1972,3644,15,10,6,0.0,2.0,43496,a,1285,2,1,0,2,False,1,0,0,1
484,1579,0.2,142,831,1484,1713,16,4,10,0.0,18.0,27235,a,879,1,5,1,2,True,0,1,0,1
485,1277,0.3,200,902,1090,429,9,4,14,0.0,3.0,41221,a,783,2,3,2,2,False,0,1,0,1
486,1089,0.7,145,636,1259,2765,13,12,10,12.0,15.0,2626,a,740,2,4,0,2,True,1,0,1,0
488,1949,0.8,186,518,592,1125,17,10,9,0.0,4.0,20557,none,793,0,4,1,0,False,1,0,0,1
492,857,0.2,195,157,948,3100,17,5,13,3.0,9.0,17215,none,914,1,6,1,0,True,0,1,1,0
493,1902,0.8,124,1142,1393,343,11,8,18,6.0,9.0,50270,none,779,0,7,2,0,False,0,1,1,0
494,1225,0.1,155,840,982,1970,16,8,15,0.0,0.0,15577,none,975,1,4,2,0,True,0,1,0,1
496,1554,1.0,124,395,1579,3635,7,4,18,11.0,12.0,5379,none,936,0,2,0,0,True,1,0,1,0
499,869,0.1,104,478,539,3864,13,3,11,3.0,4.0,34892,none,497,1,1,1,0,False,1,0,1,0
501,1773,0.6,170,1215,1472,3566,17,6,13,16.0,18.0,32276,n,1319,2,5,2,4,True,1,0,0,1
502,1661,1.0,109,594,1337,864,9,8,2,1.0,2.0,6037,g,878,2,6,0,3,True,1,0,1,0
503,1438,0.6,176,683,1663,869,19,13,9,0.0,6.0,32363,g,832,2,6,1,3,False,0,1,0,1
506,1260,0.2,123,905,1313,2208,12,11,10,2.0,10.0,23587,a,1022,2,6,1,2,True,1,0,1,0
507,512,0.9,83,249,1849,2610,18,14,15,7.0,15.0,15317,g,757,0,2,0,3,True,0,1,1,0
508,581,0.7,185,803,1613,2819,19,17,9,0.0,6.0,59118,a,539,0,4,1,2,False,1,0,0,1
509,1872,0.7,134,459,1259,1955,9,4,15,6.0,15.0,44349,g,890,1,2,2,3,True,1,0,0,1
510,687,0.6,151,584,1151,3416,14,6,8,9.0,20.0,50220,none,1014,2,3,1,0,True,0,1,0,1
511,1062,0.9,160,1596,1807,3803,7,3,16,6.0,13.0,10479,a,1004,0,0,2,2,True,1,0,1,0
512,1678,0.5,192,418,1763,574,5,3,19,11.0,14.0,7163,none,706,1,0,2,0,True,1,0,1,0
513,1417,0.9,166,364,1029,2129,13,9,12,10.0,19.0,45355,g,818,2,3,0,3,True,1,0,0,1
515,1832,0.6,90,186,654,2978,18,7,18,2.0,6.0,2657,none,725,0,6,0,0,False,1,0,0,1
517,1059,0.1,134,1613,1916,3716,15,13,11,8.0,18.0,61605,none,1295,1,2,2,0,False,0,1,0,1
518,1606,0.1,154,1127,1924,3454,13,8,20,3.0,4.0,57326,b,1081,0,3,1,1,False,1,0,0,1
522,1748,0.5,146,859,1234,3968,16,12,3,6.0,7.0,14405,b,979,2,2,1,1,False,1,0,1,0
523,1413,0.3,117,187,517,3383,16,5,2,5.0,11.0,51131,none,689,0,4,0,0,False,1,0,1,0
524,825,0.1,86,206,1917,3278,8,6,2,0.0,0.0,23620,a,839,2,1,0,2,False,1,0,1,0
525,1589,0.1,100,1673,1759,3970,16,8,18,3.0,16.0,26808,b,1190,2,7,1,1,True,1,0,0,1
526,535,0.5,145,710,939,2674,14,8,10,8.0,15.0,53862,none,869,2,7,0,0,True,1,0,1,0
527,1780,0.1,190,1331,1463,2776,19,17,14,6.0,11.0,27207,g,1030,1,3,0,3,True,0,1,0,1
528,1671,0.1,129,263,848,2336,10,4,7,7.0,11.0,61523,none,1026,2,1,0,0,False,1,0,1,0
530,1076,0.7,119,129,915,891,18,3,9,3.0,8.0,38342,none,780,2,5,2,0,True,0,1,0,1
531,532,0.1,193,1213,1354,728,13,5,8,3.0,10.0,8761,none,498,1,4,0,0,True,0,1,1,0
532,777,0.9,148,189,1143,3886,14,10,7,3.0,17.0,30725,none,1441,1,4,2,0,True,1,0,0,1
533,1217,0.5,182,628,632,1711,7,3,9,3.0,13.0,17641,a,598,1,3,0,2,True,1,0,0,1
534,1656,1.0,117,320,899,2856,14,3,20,0.0,2.0,16559,g,1023,1,6,1,3,True,0,1,1,0
536,577,0.9,161,1087,1450,814,11,7,19,8.0,20.0,37932,g,767,2,5,2,3,False,0,1,0,1
539,525,0.5,137,262,1587,1891,18,3,12,5.0,11.0,51618,none,455,0,7,0,0,True,0,1,1,0
540,504,0.1,166,767,1665,701,17,15,15,5.0,9.0,16804,b,532,1,0,0,1,True,1,0,1,0
542,569,0.1,184,389,739,2811,7,6,7,2.0,9.0,39544,a,821,1,7,0,2,False,1,0,1,0
543,1590,1.0,160,920,963,1701,11,4,4,3.0,18.0,21485,g,929,2,4,1,3,False,1,0,1,0
544,707,0.1,194,1027,1508,1853,17,14,12,0.0,0.0,16271,b,699,2,1,0,1,False,0,1,0,1
547,1117,0.2,146,1258,1627,2003,8,7,14,0.0,7.0,31768,b,585,0,1,0,1,True,0,1,1,0
548,641,0.9,192,417,759,3595,7,5,19,0.0,3.0,7093,a,876,2,0,1,2,True,0,1,0,1
549,1002,0.5,83,1345,1416,1726,16,5,19,0.0,4.0,35506,a,927,2,1,0,2,False,1,0,1,0
550,1408,0.9,89,613,1088,3952,8,6,3,10.0,14.0,46095,g,1201,0,4,1,3,True,1,0,1,0
553,1544,0.1,113,236,857,1300,8,7,18,12.0,20.0,45280,none,968,2,7,2,0,False,0,1,0,1
554,1454,0.2,160,186,1100,719,14,10,10,6.0,10.0,21678,a,760,2,3,1,2,True,0,1,0,1
555,1230,0.8,123,416,676,988,11,5,9,6.0,7.0,26649,b,610,0,4,1,1,True,0,1,1,0
556,1552,0.3,180,430,658,2606,13,6,12,10.0,18.0,53433,none,937,2,7,1,0,False,1,0,0,1
557,1519,0.7,200,168,1239,2912,11,10,15,0.0,10.0,32699,none,1122,1,0,1,0,False,0,1,0,1
558,723,0.3,102,1467,1901,2339,19,9,17,4.0,7.0,30740,a,665,0,0,1,2,True,0,1,0,1
559,1191,0.9,169,179,1813,1028,14,6,8,2.0,7.0,13756,b,599,1,0,2,1,False,0,1,1,0
560,1168,0.1,90,159,1578,3173,9,4,17,9.0,10.0,61952,g,947,0,7,1,3,False,1,0,0,1
561,1229,0.8,191,120,1878,1667,17,6,17,15.0,16.0,14108,b,749,0,1,0,1,False,1,0,1,0
563,1290,0.1,143,600,1109,1214,9,8,15,0.0,4.0,3481,a,535,0,5,0,2,False,0,1,0,1
564,574,0.1,90,286,1171,3269,8,7,10,16.0,17.0,38512,none,409,0,5,2,0,False,0,1,1,0
565,1271,0.1,113,1350,1949,445,15,14,14,12.0,15.0,32709,b,652,0,6,0,1,True,1,0,0,1
567,1269,0.8,118,1597,1920,665,18,5,5,14.0,15.0,51987,none,793,0,1,1,0,True,1,0,0,1
568,1288,0.1,121,1177,1809,3129,17,6,2,15.0,20.0,50363,none,663,0,1,2,0,False,1,0,1,0
569,1366,0.1,150,402,964,3501,13,11,3,0.0,9.0,34946,none,1319,2,1,0,0,True,1,0,1,0
570,1572,0.8,169,577,1237,3461,6,3,10,7.0,8.0,8599,n,1097,2,4,0,4,True,0,1,1,0
573,1900,0.9,171,934,1241,3917,15,5,18,0.0,1.0,55830,b,1474,2,0,0,1,True,1,0,1,0
574,1974,0.3,80,250,545,861,7,4,6,4.0,13.0,24241,b,549,1,6,1,1,False,1,0,0,1
575,1197,0.1,129,214,1710,2885,19,7,14,9.0,10.0,20622,g,833,1,4,0,3,True,0,1,1,0
577,934,0.8,112,1111,1463,1017,12,7,9,7.0,12.0,24813,b,654,0,4,1,1,False,1,0,0,1
578,1195,0.1,82,163,1100,980,13,9,17,1.0,9.0,23329,none,777,2,3,1,0,False,1,0,1,0
579,1853,0.4,92,202,1951,2775,14,4,17,2.0,15.0,23446,none,1196,1,0,1,0,True,1,0,0,1
580,1164,0.9,95,729,1704,3309,15,3,3,4.0,18.0,19606,a,874,2,7,1,2,False,1,0,0,1
581,1512,0.1,88,1079,1897,3607,12,10,6,8.0,17.0,18584,n,1074,2,2,0,4,True,0,1,0,1
582,1232,0.3,169,361,809,1257,16,10,16,1.0,17.0,24258,none,907,2,4,2,0,False,1,0,1,0
583,1813,0.2,198,338,1306,759,9,3,14,0.0,8.0,5506,none,784,2,2,0,0,True,0,1,1,0
584,946,0.1,166,1698,1771,3720,15,7,4,17.0,20.0,5140,none,720,0,2,2,0,True,0,1,1,0
585,739,0.1,88,1052,1536,475,7,6,6,2.0,4.0,58115,a,639,2,2,2,2,True,1,0,1,0
586,704,0.2,80,1108,1509,1122,9,3,10,8.0,10.0,29232,b,806,2,0,2,1,True,0,1,0,1
587,1663,0.6,147,951,1545,1336,8,5,15,0.0,15.0,40520,none,840,1,3,0,0,True,1,0,0,1
589,1219,0.7,196,473,1022,705,11,3,6,0.0,4.0,17637,b,406,0,4,1,1,False,0,1,1,0
590,612,0.6,181,1294,1337,3169,14,9,6,6.0,12.0,35931,none,916,0,4,0,0,True,1,0,0,1
592,1263,0.3,175,178,1883,1183,14,3,17,12.0,18.0,64766,b,639,0,4,0,1,False,1,0,0,1
595,652,0.6,142,464,781,565,18,12,9,1.0,2.0,58300,a,440,0,2,0,2,False,1,0,1,0
596,1175,0.1,145,137,1501,3153,9,4,12,10.0,12.0,25543,none,811,1,1,0,0,False,1,0,0,1
598,1137,0.9,173,1250,1285,316,15,14,17,6.0,7.0,3781,none,934,2,4,1,0,False,1,0,0,1
599,1835,0.1,193,385,583,448,18,17,14,4.0,13.0,11223,none,629,2,6,2,0,True,1,0,0,1
600,1170,0.4,169,427,684,2366,16,8,2,2.0,5.0,39959,a,826,1,5,2,2,False,0,1,1,0
601,1595,0.7,85,1024,1838,3881,14,10,9,0.0,20.0,44475,b,1411,2,3,0,1,True,1,0,1,0
602,1719,0.3,122,240,904,462,6,3,5,0.0,7.0,13045,none,388,0,7,1,0,True,1,0,0,1
604,1312,0.8,163,1233,1854,1087,17,16,14,0.0,0.0,28451,none,1046,2,1,0,0,False,1,0,1,0
607,922,0.9,188,1016,1383,1165,19,6,4,1.0,15.0,35550,b,929,2,6,1,1,False,0,1,1,0
609,1212,0.3,102,611,1715,2249,14,3,4,1.0,8.0,46344,b,904,2,3,2,1,False,0,1,0,1
610,1430,0.1,179,569,906,752,17,8,17,3.0,5.0,56303,b,578,0,2,0,1,True,1,0,0,1
611,1958,0.2,190,304,637,1409,16,5,3,0.0,3.0,4193,none,799,0,1,1,0,True,1,0,1,0
612,1836,0.2,184,276,1230,3072,7,3,5,0.0,15.0,30321,none,906,2,6,1,0,True,0,1,1,0
613,557,0.5,125,1131,1315,1305,12,8,3,0.0,0.0,24557,b,654,1,2,1,1,True,1,0,0,1
614,539,0.1,145,551,599,3597,14,5,9,9.0,14.0,21394,none,440,0,6,0,0,True,1,0,1,0
615,880,0.5,172,436,1302,3132,8,7,6,1.0,15.0,44619,a,685,0,7,0,2,False,0,1,1,0
616,1369,0.5,162,553,727,3856,18,4,18,6.0,7.0,34474,n,805,0,0,1,4,True,0,1,1,0
617,1109,0.4,98,1391,1787,1524,15,10,7,1.0,9.0,39405,n,1061,1,0,2,4,True,0,1,1,0
619,598,0.7,196,680,1173,3293,8,4,7,7.0,10.0,21826,n,946,1,1,2,4,False,1,0,1,0
620,972,1.0,126,687,816,3035,12,7,19,1.0,2.0,5856,g,823,1,3,2,3,True,1,0,1,0
621,1944,0.1,197,1060,1970,584,17,14,13,5.0,18.0,36262,none,957,2,5,0,0,True,0,1,0,1
622,1225,0.6,138,217,1101,2675,12,11,15,0.0,1.0,2327,none,917,2,6,0,0,False,0,1,1,0
624,1919,0.8,150,304,1191,1391,19,13,12,5.0,6.0,48601,g,868,2,3,1,3,False,1,0,0,1
625,501,0.3,131,504,1089,2346,13,12,2,12.0,19.0,54445,a,794,2,3,2,2,False,1,0,0,1
627,1227,0.2,130,935,1781,1324,7,3,12,0.0,3.0,34406,b,670,0,2,1,1,True,0,1,1,0
628,1359,0.5,107,446,901,1076,16,8,4,1.0,3.0,58650,n,827,2,5,0,4,True,0,1,1,0
630,1645,0.7,123,897,1308,783,10,8,20,1.0,2.0,22006,none,712,1,6,1,0,True,1,0,0,1
631,1063,0.8,101,1208,1232,3809,17,16,5,0.0,2.0,26577,b,1358,2,4,1,1,True,1,0,0,1
632,946,0.2,154,159,630,2104,7,4,16,0.0,0.0,20145,none,986,2,7,1,0,False,0,1,0,1
633,1231,0.8,185,632,1184,1762,5,3,6,5.0,10.0,54886,none,689,1,2,1,0,False,0,1,1,0
635,701,0.5,160,1002,1256,1756,6,3,17,7.0,11.0,15604,a,914,1,2,0,2,True,0,1,0,1
636,570,0.3,111,1331,1917,3663,14,10,14,2.0,5.0,9717,none,1084,0,6,0,0,True,1,0,1,0
638,955,0.9,143,1248,1511,1432,12,9,9,4.0,8.0,43641,n,795,1,4,0,4,False,0,1,1,0
639,924,0.3,167,108,1813,1620,17,15,12,0.0,6.0,47690,none,748,2,7,0,0,False,1,0,1,0
642,1063,0.9,95,295,935,961,16,6,5,0.0,10.0,31423,none,664,2,5,2,0,True,0,1,0,1
647,1762,0.9,189,300,527,1896,14,10,20,13.0,14.0,25633,n,1075,2,0,2,4,True,0,1,1,0
648,1112,0.6,121,234,739,3655,7,3,20,1.0,16.0,53611,none,1017,1,3,0,0,True,0,1,1,0
649,709,0.1,136,1545,1596,1973,12,9,16,0.0,0.0,35442,a,821,0,0,1,2,True,0,1,1,0
651,1762,0.3,107,1103,1364,2183,8,3,11,10.0,11.0,15462,none,1175,2,7,2,0,True,0,1,0,1
653,571,0.2,186,177,1282,2598,13,5,8,8.0,20.0,35556,none,762,1,6,1,0,False,0,1,1,0
656,1583,0.7,148,942,1651,1704,17,13,2,11.0,16.0,14324,b,806,1,6,1,1,True,1,0,1,0
658,1926,0.2,179,371,1000,3809,17,12,17,13.0,17.0,50883,none,1365,2,5,1,0,True,0,1,0,1
660,568,0.3,179,181,1703,950,17,9,9,1.0,4.0,36125,none,587,1,2,1,0,False,1,0,0,1
661,1897,0.5,192,1311,1935,273,17,6,3,1.0,2.0,20975,b,848,2,7,2,1,False,0,1,0,1
662,1695,0.7,200,1791,1898,446,16,13,15,6.0,9.0,47037,n,1020,2,2,0,4,False,0,1,1,0
663,1623,0.9,120,1568,1832,1510,12,10,17,6.0,12.0,61455,none,1047,2,6,1,0,True,0,1,0,1
664,914,0.7,147,706,721,1122,12,9,2,0.0,0.0,26628,n,813,2,3,0,4,True,0,1,0,1
666,890,0.5,198,1074,1873,751,7,3,3,4.0,13.0,44463,none,628,0,7,1,0,True,1,0,1,0
667,600,0.8,191,501,1465,3393,12,7,8,1.0,7.0,48321,none,1054,1,2,0,0,False,1,0,0,1
668,1677,0.7,124,271,1477,3771,15,6,12,4.0,8.0,10887,none,889,1,5,1,0,False,1,0,1,0
669,723,0.2,168,920,1748,1851,15,3,16,0.0,3.0,3557,none,1047,2,3,0,0,False,1,0,0,1
671,852,0.7,104,293,1159,2253,17,4,7,4.0,13.0,62532,none,901,2,6,1,0,False,0,1,1,0
672,1979,0.2,165,833,1630,452,13,6,14,0.0,1.0,32345,none,912,0,6,1,0,True,0,1,1,0
673,710,0.8,151,485,857,1419,12,11,18,6.0,9.0,32405,none,715,0,4,0,0,True,0,1,0,1
676,1027,0.9,103,1698,1747,3786,17,12,12,2.0,7.0,64503,none,1397,2,1,0,0,False,1,0,0,1
678,1793,0.5,169,1086,1418,3533,16,14,15,10.0,17.0,12234,n,1081,1,5,1,4,False,0,1,1,0
680,658,0.9,103,1156,1750,3587,14,11,20,0.0,3.0,12451,none,913,2,6,2,0,True,1,0,0,1
681,1694,0.3,102,377,549,2298,17,5,2,0.0,7.0,34162,none,1247,2,6,0,0,True,0,1,0,1
682,804,0.9,89,709,818,2027,11,5,11,12.0,13.0,41765,none,788,2,0,0,0,True,1,0,1,0
683,1713,0.9,127,729,974,2406,13,10,20,1.0,3.0,27701,g,1055,1,6,2,3,False,1,0,1,0
684,706,0.1,108,543,938,2419,8,7,4,13.0,19.0,31171,n,950,2,2,0,4,False,1,0,0,1
685,1362,0.8,131,553,1505,995,7,6,18,3.0,9.0,25576,a,562,0,6,0,2,False,0,1,0,1
686,1527,0.1,154,526,1116,2078,5,3,11,10.0,14.0,60252,n,986,2,4,2,4,False,0,1,0,1
688,1314,0.1,155,113,577,626,10,4,4,8.0,12.0,41691,b,722,2,3,2,1,False,0,1,1,0
689,705,0.9,155,1114,1374,1509,15,11,18,5.0,9.0,57725,b,752,2,5,0,1,True,0,1,0,1
690,1403,0.1,164,461,1251,3371,13,9,9,2.0,3.0,26707,n,1187,2,4,2,4,False,1,0,0,1
692,781,0.4,198,304,1674,3508,13,8,5,2.0,7.0,38621,g,993,0,4,1,3,False,1,0,0,1
693,986,0.8,183,471,800,2385,16,9,19,1.0,3.0,23438,none,1127,2,7,1,0,True,1,0,0,1
694,1310,0.4,105,806,1016,1301,13,12,19,0.0,14.0,33192,b,662,0,0,1,1,False,1,0,0,1
696,1348,0.4,116,204,501,3914,10,3,8,0.0,6.0,43345,a,1395,1,4,1,2,False,1,0,0,1
698,1940,0.7,93,112,858,2297,14,6,8,4.0,7.0,17979,none,770,0,4,0,0,True,0,1,1,0
701,1717,0.7,130,609,810,3226,6,4,5,1.0,3.0,62435,none,1000,0,0,1,0,True,0,1,0,1
702,535,0.7,113,290,811,740,11,10,18,1.0,4.0,48589,none,551,2,0,1,0,False,0,1,0,1
703,1413,0.1,185,1039,1318,3878,19,16,4,4.0,12.0,39612,none,1067,2,4,0,0,False,1,0,1,0
705,1519,0.7,112,1122,1702,2440,9,5,10,2.0,8.0,30334,g,947,1,6,2,3,False,0,1,0,1
706,1254,0.7,108,462,1013,3959,10,4,17,2.0,6.0,50423,none,1091,1,4,1,0,False,0,1,1,0
707,1591,0.4,154,1384,1883,3703,17,6,20,3.0,7.0,49785,none,1174,2,5,1,0,True,0,1,0,1
708,977,0.6,165,1502,1862,3714,19,3,10,2.0,15.0,35786,g,757,0,1,2,3,True,0,1,1,0
709,1640,0.8,169,589,1301,337,16,3,5,10.0,14.0,21223,none,786,2,6,0,0,True,0,1,0,1
712,1624,0.4,150,689,699,2473,16,11,2,8.0,10.0,28294,none,950,1,1,1,0,False,1,0,1,0
713,1108,0.3,169,208,1742,1229,5,3,4,14.0,20.0,2870,none,837,2,6,1,0,True,0,1,1,0
714,1188,0.6,114,1339,1558,2896,12,11,16,0.0,0.0,9315,a,1241,2,1,1,2,True,1,0,1,0
